Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,30629,0,19,149.84644520878877,2.0526000000131717,9131.007099999977,8688.0,176.88532911668815,0.0,19,66,91,110,260,400,920,1600,8900,9000,9100
,Aggregated,30629,0,19,149.84644520878877,2.0526000000131717,9131.007099999977,8688.0,176.88532911668815,0.0,19,66,91,110,260,400,920,1600,8900,9000,9100
